,title,brand,description,details,long description,availability,ships from,sold by,price,product url
0,"Zojirushi Stainless Steel Vacuum Insulated with Non-Stick Interior and Rounded Finish Mug, 480 ml Stainless",ZOJIRUSHI,"'Stainless steel vacuum insulation keeps beverages hot or cold for hours. Heat retention: 189°f @ 1 hr./ 160°f @ 6 hrs, cold retention: 46°f @ 6 hrs', 'Stopper disassembles for thorough cleaning', '2-Step lid release process prevents excess condensation on the stopper from being flung off while the lid opens', 'Easy-to-clean double layer nonstick Coated interior enhances durability, and provides greater protection of the Stainless steel against salt-containing beverages like sports drinks', 'Safety lock to prevent the lid from opening accidentally'","'Brand ZOJIRUSHI', 'Model Number SM-TA48XA', 'Color Stainless', 'Product Dimensions 6.67 x 7.3 x 22.86 cm; 311.84 Grams', 'Capacity 16 Fluid Ounces', 'Material Stainless Steel', 'Item Weight 312 g'","'Size Name:16 oz / 480 ml  |  Colour Name:Stainless', 'Zojirushi Stainless steel Vacuum insulated mug keeps beverages hot or cold for hours with a tight fitted flip-open lid. The easy-to-clean double layer nonstick coated interior enhances durability and provides greater protection of the Stainless steel against salt-containing beverages like sports drinks. The 2-step lid release process prevents excess condensation on the stopper from being flung off when the lid is opened. The lid also contains a safety lock feature to prevent the lid from accidentally opening. The air vent on the mouthpiece allows beverages to flow out smoothly, preventing any gushing or overflowing. The bottle\'s wide-mouth opening is 1-5/8"" (4cm). a special manufacturing technique was used to make the body lightweight and compact for easy and convenient portability. All parts are made of BPA-free plastic and Stainless steel.'",['In stock.'],Amazon AU,Amazon AU,$48.82,https://www.amazon.com.au/Zojirushi-SM-TA48XA-Stainless-Insulated-16-Ounce/dp/B07FKL258M/ref=sr_1_179?dchild=1&m=ANEGB3WVEVKZB&qid=1601494762&refinements=p_36%3A3900-5000%2Cp_n_free_shipping_eligible%3A5363790051%2Cp_72%3A2547912051%2Cp_6%3AANEGB3WVEVKZB&rnid=5355409051&s=kitchen&sr=1-179
0,"Leifheit Rolly Mobil Wall Mounted Roll Holder, Kitchen roll Organiser with Integrated Cutter, Storage for Aluminium foil, Cling Film and Paper Rolls (Colour: Silver, Black)",Leifheit,"'Proven cutter with removable upper roll holder', 'Foil is cut where it is needed', 'Removable kitchen roll holder with integrated brake for the controlled tearing off', 'Suitable for all commercial roll sizes', '3 year guarantee'","'Item weight 576 Grams', 'Is Assembly Required? No', 'Number of Pieces 1', 'Batteries Required No'","'Leifheit Rolly Mobil Wall Mounted Roll Holder', 'Always ready to hand and equipped with practical extras: that is the wall-mounted roll holder Leifheit Rolly Mobil. The upper roll holder is removable. The foil is cut where it is needed: on the table, in the storage room or for the barbecue in the garden in the summer. The mobile roll holder puts an end to picked tearing edges. Both roll containers of the Rolly Mobil have razor-sharp special blades. They ensure neat and smooth cutting edges. They are hidden safe from the risk of injury behind the elegant curved cutters. After the cutting the ends of the rolls jut out enough to take them the next time easily. The Rolly Mobil is suitable for all commercial roll sizes. An additional holder is for kitchen rolls.', ""How houseworks's done today."", 'Wall mounted', 'Suitable for all commercial roll sizes', 'Guarantee: 3 years', 'Leifheit\'s numerous innovations have made the daily housework more intelligent and efficient, making housework not only faster, but above all, more enjoyable. When Ingeborg and Günter Leifheit founded their company in 1959, they had a clear vision: ""More freedom with Leifheit"". The houselhold products they developed aimed to make people\'s housework easier. And with time saved, they had more free time to enjoy the finer things in life.'",['In stock.'],Amazon AU,Amazon AU,$48.30,https://www.amazon.com.au/Leifheit-Rolly-Mobile-Roll-Holder/dp/B000B8FNVC/ref=sr_1_320?dchild=1&m=ANEGB3WVEVKZB&qid=1601494762&refinements=p_36%3A3900-5000%2Cp_n_free_shipping_eligible%3A5363790051%2Cp_72%3A2547912051%2Cp_6%3AANEGB3WVEVKZB&rnid=5355409051&s=kitchen&sr=1-320
0,"Bodum Bistro 2 Piece Double Wall 0.45 L 15 oz Cafe Latte Cup, Clear",he BODUM Store,"""Individually mouth-blown by expert artisans, BODUM's proprietary Double Wall Glasses feature two walls of borosilicate glass with air in between, creating a highly effective layer of insulation"", 'Silicone valve at base allows for changes in pressure', 'Perfect for serving ice cream and soups', 'Keeps ice solid longer', 'Dishwasher, microwave safe, and oven safe', ""Individually mouth-blown by expert artisans, BODUM's proprietary Double Wall Glasses feature two walls of borosilicate glass with air in between, creating a highly effective layer of insulation"", 'Silicone valve at base allows for changes in pressure', 'Show More'","'Brand BODUM', 'Model Number COMINHKG104068', 'Color Clear', 'Product Dimensions 11.43 x 13.97 x 9.21 cm; 480.81 Grams', 'Capacity 15 Fluid Ounces', 'Material Glass', 'Item Weight 481 g'","'Size:15 Ounce  |  Style Name:Double Wall Café Latte Mug', 'When form follows function, design just works. Abiding by this belief, the Bistro Double Wall Glass Line serves best if used to keep ice cold drinks cold and hot drinks hot. The Bistro family of mugs is streamlined: shaped without many edges and corners, employing a form for everyday use with the special double wall glass thermal effect. The Bistro line is made of mouth-blown borosilicate glass known for its amazing insulating qualities. It is a perfect glass line for people enjoying a whole range of beverages, from ice cold drinks to espresso or cafe latte.'",['Only 5 left in stock.'],Amazon AU,Amazon AU,$39.17,https://www.amazon.com.au/Bodum-Bistro-Piece-Double-Latte/dp/B01K7MX8FY/ref=sr_1_120?dchild=1&m=ANEGB3WVEVKZB&qid=1601494762&refinements=p_36%3A3900-5000%2Cp_n_free_shipping_eligible%3A5363790051%2Cp_72%3A2547912051%2Cp_6%3AANEGB3WVEVKZB&rnid=5355409051&s=kitchen&sr=1-120
0,"Calphalon Contemporary Hard-Anodized Aluminum Nonstick Cookware, Sauce Pan, 1 1/2-quart, Black",Calphalon,"'Heavy-gauge aluminum construction ensures even heating and is hard-anodized for durability. It also makes it dishwasher-safe.', 'Interior includes three layers of nonstick coating – two layers provide durability and the third layer offers easy release performance.', 'The long, brushed stainless steel handles are designed to stay cool on the stovetop. Pans and covers are also oven safe, making it ideal for finishing a gourmet dish.', 'High sides and narrow opening minimize evaporation during slow process of stock- and soup-making. Heavy-gauge sloped bottom heats evenly makes stirring easier.', ""The nonstick surface means you can cook healthier using less fat, with effortless cleanup. Comes with Calphalon's full lifetime warranty."", 'Heavy-gauge aluminum construction ensures even heating and is hard-anodized for durability. It also makes it dishwasher-safe.', 'Interior includes three layers of nonstick coating ? two layers provide durability and the third layer offers easy release performance.', 'Show More'","'Brand Calphalon', 'Model Number 1876987', 'Color Black', 'Product Dimensions 33.02 x 18.42 x 8.26 cm; 680.39 Grams', 'Capacity 1.42 Liters', 'Volume Capacity 1.5 Quarts', 'Material Aluminum', 'Special Features Dishwasher Safe', 'Item Weight 680 g'","'Size:1.5-Quart', ""Featuring a hard-anodized exterior and nonstick interior. Calphalon ContemporaryNonstick combines durability and performance with fast clean-up and easy low-fat cooking.. Heavy-gauge aluminum construction ensures even heating and is hard-anodized for durability. It also makes it dishwasher-safe. Interior includes three layers of nonstick coating – two layers provide durability and the third layer offers easy release performance. The long, brushed stainless steel handles are designed to stay cool on the stovetop. Pans and covers are also oven safe, making it ideal for finishing a gourmet dish. High sides and narrow opening minimize evaporation during slow process of stock- and soup-making. Heavy-gauge sloped bottom heats evenly makes stirring easier. The nonstick surface means you can cook healthier using less fat, with effortless cleanup. Comes with Calphalon's full lifetime warranty.""",['In stock.'],Amazon AU,Amazon AU,$39.06,https://www.amazon.com.au/Calphalon-Contemporary-Hard-Anodized-Aluminum-Nonstick/dp/B00DE1BWNQ/ref=sr_1_121?dchild=1&m=ANEGB3WVEVKZB&qid=1601494762&refinements=p_36%3A3900-5000%2Cp_n_free_shipping_eligible%3A5363790051%2Cp_72%3A2547912051%2Cp_6%3AANEGB3WVEVKZB&rnid=5355409051&s=kitchen&sr=1-121
0,Tomodachi by Hampton Forge - Rainbow Titanium 10 Piece Kitchen Knife Set/Cutlery Set – Non-Stick Titanium Plated Blades with Matching Color Handles and Blade Covers – Fashion Multicolor,Hampton Forge,"'NON-STICK TITANIUM COATING – Blades slide through fruit and vegetables with ease, and your slices end up on the cutting board, not stuck to your blade.', 'SUPERIOR SHARP EDGE – Factory ground to a precision edge for clean cuts.', 'COLOR-MATCHED – Blades, covers and handles all tie together –  Know exactly which knife you’re going to grab with colors that pop. Re-usable blade covers are color matched so you can easily protect your blade.', 'EXCELLENT BALANCE – All Tomodachi knives are built to be balanced and comfortable for any size hands.', 'SET INCLUDES: 8 In. Chef Knife, 5 In. Utility Knife, 3.5 In. Paring Knife, w/ 3 Color Matching Blade Guards *HAND WASH ONLY WITH NON-CITRUS SOAP*'","'Brand Hampton Forge', 'Model Number HMC01E550S', 'Color Stainless Steel', 'Product Dimensions 43.18 x 2.54 x 43.18 cm; 680.39 Grams', 'Material Stainless Steel', 'Item Weight 680 g'","'Literally meaning ""friend"", Tomodachi represents a lively, helpful presence in the kitchen. Splashes of color, useful features and lasing quality make Tomodachi welcome friends inside kitchens everywhere. Like a good friend, Tomodachi makes life easier and playfully adds some fun. Accessible and affordable without compromising the promise of quality. This Tomodachi knife series features bright colors and Titanium-plated blades. Set includes 7-Inch santoku with green handle and blade guard, 6-Inch all purpose knife with orange handle and blade guard, 5-Inch serrated utility knife with purple handle and blade guard, 3.5-Inch parer with yellow handle and blade guard, 3-Inch santoku with blue handle and blade guard.'",['In stock.'],Amazon AU,Amazon AU,$43.06,https://www.amazon.com.au/Hampton-Forge-HMC01E550S-Tomodachi-10-Pieces/dp/B00GD6J51K/ref=sr_1_14?dchild=1&m=ANEGB3WVEVKZB&qid=1601494762&refinements=p_36%3A3900-5000%2Cp_n_free_shipping_eligible%3A5363790051%2Cp_72%3A2547912051%2Cp_6%3AANEGB3WVEVKZB&rnid=5355409051&s=kitchen&sr=1-14
0,"USA Pan 1606CR-3-ABC American Bakeware Classics Half Sheet Baking Pan and Cooling Rack, Aluminized Steel",USA PAN,"'Perfect for casual or beginning bakers; ABC nonstick half sheet bakeware pan with cooling rack is great for baking treats or roasting meals and has a limited lifetime warranty', 'Pan measures 17. 25"" X 12. 25"" X 1"" Inches and rack measures 16. 75"" X 11. 5"" X . 5""; baking pans feature unique design to facilitate air circulation for even baking', ""Easy-grip handles aid with inserting or removing pan from oven and rack can be used with pan for cooking or on it's own for cooling baked treats"", 'Nonstick coating is PFOA and BPA free and provides easy release of baked goods and easy clean up; wash with hot water, mild soap and a gentle sponge', 'USA Pan is a Bundy family company which has proudly manufactured high quality bakeware and provided jobs in the USA for over 50 years'","'Brand USA PAN', 'Model Number 1606CR-3-ABC', 'Package Dimensions 49.53 x 34.29 x 2.54 cm; 1.31 Kilograms', 'Material Alloy Steel', 'Item Weight 1.32 kg'","'Style Name:Half Sheet Pan with Rack', 'The ABC half sheet pan with cooling rack by USA Pan is made by a family owned and operated business. The American bakeware classics line of bakeware is suitable for your basic ""ABC\'s"" Of baking. These baking pans are affordable and a great value for bakers looking to save money on disposable pans. The nonstick coating, which is PFOA and BPA free, promotes easy release for baked-goods and makes the pans easy to clean. To protect the nonstick coating, hand wash with warm water, soap and a gentle sponge. Easy-grip handles are perfect for inserting or removing the pan out of the oven. USA Pan is a Bundy family owned company, based in the greater Pittsburgh, Pennsylvania area which has been producing high performance bakeware for over 50 years.'",['Only 4 left in stock.'],Amazon AU,Amazon AU,$44.73,https://www.amazon.com.au/USA-1606CR-3-ABC-American-Bakeware-Aluminized/dp/B07QZ9GZ2T/ref=sr_1_57?dchild=1&m=ANEGB3WVEVKZB&qid=1601494762&refinements=p_36%3A3900-5000%2Cp_n_free_shipping_eligible%3A5363790051%2Cp_72%3A2547912051%2Cp_6%3AANEGB3WVEVKZB&rnid=5355409051&s=kitchen&sr=1-57
0,"PackIt Freezable Deluxe Large Lunch Bag with Shoulder Strap, Black",PACKIT,"'The Deluxe lunch bag features PackIt’s patented freezable cooling technology and the entire bag can be frozen. Freezable gel is built into the walls of the bag, so there’s no need for separate ice or gel packs!', 'The Deluxe Lunch Bag features a 30% larger capacity than PackIt’s Freezable Lunch Bag. This bag holds a large meal, a snack and a 24 ounce drink. It’s ideal for people with special diets, food sensitivities or allergies', 'The entire lunch bag folds flat for convenient storage in the freezer; freeze overnight (12 hours) and by morning, the walls of the bag will be completely frozen and ready to cool items for hours', 'This lunch bag features an adjustable shoulder strap and a carrying handle. Zip closure secures food inside bag and locks in cool, dry air. An exterior slip pocket can store napkins, utensils and personal items', 'The Deluxe Lunch Bag is made from nontoxic poly canvas and has a food-safe, water-resistant lining. Like all PackIt products, the Deluxe Lunchbag is made from PVC-, BPA-, phthalate-, formaldehyde- and lead-free materials', 'The Deluxe lunch bag features PackIt?s patented freezable cooling technology and the entire bag can be frozen. Freezable gel is built into the walls of the bag, so there?s no need for separate ice or gel packs!', 'The Deluxe Lunch Bag features a 30% larger capacity than PackIt?s Freezable Lunch Bag. This bag holds a large meal, a snack and a 24 ounce drink. It?s ideal for people with special diets, food sensitivities or allergies', 'Show More'","'Brand PACKIT', 'Model Number 2000-0002', 'Color Black', 'Product Dimensions 21.59 x 17.15 x 25.4 cm; 680.39 Grams', 'Capacity 6.4 Liters', 'Material Fabric', 'Auto Shutoff No', 'Item Weight 680 g'","'Colour:Black', ""PackIt's Deluxe Lunch Bag comes with all the features of the bestselling PackIt Freezable Lunch Bag, but with 30% percent more capacity! It accommodates wider food containers and is ideal for toting larger meals or two small ones. Built with an adjustable carrying strap, the Deluxe Freezable lunch bag is the perfect companion for day trips and outdoor activities like camping, hiking, games and sporting events. The Deluxe Lunch Bag features PackIt's patented cooling technology, which keeps food and drinks cool for hours. Freezable gel is built into the walls of the bag, so you will never waste money on separate ice packs or gel packs again! The Deluxe Freezable Lunch Bag is easy to use: simply fold flat and store in the freezer overnight (12 hours). In the morning, this lunch bag will be frozen and ready to chill items all day. PackIt bags keep food cooler longer, which allows you to pack healthy foods such as yogurt, milk, fruits and veggies. The zippered closure locks in cool, dry air and an exterior slip pocket stores napkins, utensils or personal items. While open, the Deluxe Lunch Bag measures 10 inches tall, 8.5 inches wide and 6.75 inches deep. When closed and folded, it measures 2.5 inches tall, 6.5 inches wide and 8.5 inches deep. The Deluxe Lunchbag is made from nontoxic poly canvas and has a food-safe, water-resistant lining. Like all PackIt products, the Deluxe Lunchbag is made from PVC-, BPA-, phthalate-, formaldehyde- and lead-free materials. Care is simple: wipe thoroughly or hand wash the interior and spot clean exterior; allow bag to dry completely before freezing. Not machine or dishwasher safe.""",['Only 5 left in stock.'],Amazon AU,Amazon AU,$43.52,https://www.amazon.com.au/PackIt-Freezable-Deluxe-Large-Shoulder/dp/B00SJRMD38/ref=sr_1_257?dchild=1&m=ANEGB3WVEVKZB&qid=1601494762&refinements=p_36%3A3900-5000%2Cp_n_free_shipping_eligible%3A5363790051%2Cp_72%3A2547912051%2Cp_6%3AANEGB3WVEVKZB&rnid=5355409051&s=kitchen&sr=1-257
0,"Benriner Classic Series Vegetable Slicer, Ivory, BN-1",Benriner,"""Benriner's Mandoline Slicer quickly and easily slices fruits and veggies into consistently sized pieces that cook evenly and look great"", 'Made from handcrafted Japanese stainless steel blades and BPA-free plastic', '4 different blades', 'Safety guard holds smaller end pieces for safe-and-easy slicing and protects fingers', 'Made in Japan'","'Brand Benriner', 'Model Number 3693', 'Color Ivory', 'Product Dimensions 31.12 x 8.89 x 3.18 cm; 290 Grams', 'Material Stainless Steel', 'Auto Shutoff No', 'Item Weight 290 g'","""Benriner's Mandoline quickly and easily slices fruits and veggies into consistently sized pieces that cook evenly and look great, just like the pros. It's a favorite of kitchen tools for easier food preparation to save lots of time during food preparation. Create delicious, healthy entrees and side dishes, like stir fry's, casseroles, or vegetarian recipes and prepare healthy snacks or garnish, salad toppings and so much more. Safe and easy to use. The safety guard holds smaller end pieces securely for less waste and to protect fingers. With 4 interchangeable cutting blades and an easy-turn dial to adjust slice thickness, it's easy to make a variety of cuts to fit every recipe. Use the straight-edge blade to make wider slices for chips, scalloped potatoes or thinly sliced onion, the coarse-toothed blade for chunky French fry cuts and carrot sticks, medium-toothed or fine-toothed blades to make long, narrow and extra-narrow strips, called julienne or matchstick cuts, for hash browns, shoestring potato nests, zoodles""",['In stock.'],Amazon AU,Amazon AU,$43.95,https://www.amazon.com.au/Benriner-Classic-Vegetable-Slicer-Ivory/dp/B000LCP6EW/ref=sr_1_126?dchild=1&m=ANEGB3WVEVKZB&qid=1601494762&refinements=p_36%3A3900-5000%2Cp_n_free_shipping_eligible%3A5363790051%2Cp_72%3A2547912051%2Cp_6%3AANEGB3WVEVKZB&rnid=5355409051&s=kitchen&sr=1-126
0,"Zwilling J.A. Henckels 32601-003 ZWILLING TWINSHARP Duo Stainless Steel Handheld Knife Sharpener, 9.5"", One Color",ZWILLING J.A. Henckels,"'Stylish stainless steel', 'Hard sharpen is easy and efficient to use', '2 module positions will restore even the dullest knife edge', 'Full instructions included in box', '30 degree sharpening angle.'","'Brand ZWILLING J.A. Henckels', 'Model Number 32601-003', 'Color One Color', 'Product Dimensions 42.67 x 24.89 x 13.97 cm; 58.97 Grams', 'Special Features Alcohol-Free', 'Item Weight 59 g'","""Henckels Twin Sharp Duo knife sharpener is suitable for all knives with a fine edge, with the exception of coated knives. The stainless-steel sharpener comprises two modules, which are marked on the sharpener. The first module features steel wheels for coarse sharpening and presharpening, and the second module uses ceramic wheels for fine sharpening and smoothing. This sharpener works well for both right- and left-handed people, features rubber feet so it won't skid on the countertop, and measures approximately 8 inches across and 3 inches tall, so you can store it in a drawer or display it in a small space. To use, place the knife sharpener on a flat surface, pressing down slightly with one hand. Draw the knife blade with a little pressure towards yourself, repeating up to five times for the dullest blades. For very blunt knives, use the first module and then the second. Knives with a bit of bluntness may require only the first module to bring back the original sharpness. Check the results by cutting into a sheet of paper.""",['Only 3 left in stock.'],Amazon AU,Amazon AU,$41.95,https://www.amazon.com.au/Zwilling-J-Henckels-Sharpener/dp/B00006CJLM/ref=sr_1_323?dchild=1&m=ANEGB3WVEVKZB&qid=1601494762&refinements=p_36%3A3900-5000%2Cp_n_free_shipping_eligible%3A5363790051%2Cp_72%3A2547912051%2Cp_6%3AANEGB3WVEVKZB&rnid=5355409051&s=kitchen&sr=1-323
0,"Epicurean Nonslip Series Cutting Board, 37 cm Length, Slate/Red Corners",Epicurean,"'Lightweight, dual sided cutting board', 'With removable silicone corners', 'Silicone corners grip prevent board from slips and slides', 'Heat resistant and knife friendly', 'Designed for everyday use and effortless handling'","'Brand Epicurean', 'Model Number 202-15110201', 'Color Slate/red', 'Product Dimensions 36.83 x 28.58 x 0.97 cm; 453.59 Grams', 'Capacity 1.02 Kilograms', 'Material Paper fiber composite', 'Special Features Dishwasher Safe', 'Item Weight 454 g'","'Colour:Slate/red  |  Size:14.5-Inch by 11.25-Inch', 'Epicurean Nonslip Series Cutting Board is a lightweight board designed for everyday use and effortless handling. We added removable silicone corners on cutting boards to help grip the surface of the countertop to prevent slips and slides. Non-Slip boards are made using 1/4 inch material. Slate/red colour cutting board surfaces are dishwasher safe or are easily cleaned with soap and water. Measures 37 cm length by 28 cm width by 0.6 cm height.'",['In stock.'],Amazon AU,Amazon AU,$44.82,https://www.amazon.com.au/Epicurean-Non-Slip-Cutting-14-5-Inch-11-25-Inch/dp/B00EEKYGNO/ref=sr_1_127?dchild=1&m=ANEGB3WVEVKZB&qid=1601494762&refinements=p_36%3A3900-5000%2Cp_n_free_shipping_eligible%3A5363790051%2Cp_72%3A2547912051%2Cp_6%3AANEGB3WVEVKZB&rnid=5355409051&s=kitchen&sr=1-127
0,"Soma Filter Carafe Glass, Clear/White, 28900, 6-Cup",Soma,"'Made from highly resilient borosilicate glass', 'Shatter-resistant and keeps water crisp and fresh', 'Filtration technology is made of 65 percent renewable, plant-based materials', 'Filter protects water from Chlorine, Mercury, Zinc, Cadmium and Copper', 'It holds 1.4 liter of fresh filtered water'","'Brand Soma', 'Model Number 101-10-01', 'Color Clear/white', 'Product Dimensions 16.51 x 16.51 x 30.48 cm; 997.9 Grams', 'Material Plastic', 'Special Features Dishwasher Safe', 'Item Weight 998 g'","'Size:6-Cup  |  Style Name:Carafe + Filter', 'Soma Filter Carafe Glass is shatter-resistant and keeps water crisp and fresh. It holds 1.4 liters of fresh filtered water. The filtration technology was designed by leading experts and is made of 65 percent renewable, plant-based materials. Easy to fill. Hold the carafe under the tap and the lid door automatically opens for filling. Made from highly resilient borosilicate glass.'",['In stock.'],Amazon AU,Amazon AU,$46.45,https://www.amazon.com.au/Soma-6-Cup-Water-Filter-Carafe/dp/B01I50D75Q/ref=sr_1_423?dchild=1&m=ANEGB3WVEVKZB&qid=1601494762&refinements=p_36%3A3900-5000%2Cp_n_free_shipping_eligible%3A5363790051%2Cp_72%3A2547912051%2Cp_6%3AANEGB3WVEVKZB&rnid=5355409051&s=kitchen&sr=1-423
0,"Bodum Insulated Glass Double Wall, Transparent, 4559-10-12",he BODUM Store,"'Keep hot drinks hot and cold drinks cold', 'Feature two walls of borosilicate glass', 'Creating a highly effective layer of insulation', 'Silicone valve at base allows for changes in pressure', 'Perfect for serving ice cream and soups'","'Brand BODUM', 'Model Number 4559-10-12', 'Color Transparent', 'Product Dimensions 3.5 x 3.5 x 4.62 cm; 960 Grams', 'Capacity 0.36 Liters', 'Material Glass', 'Auto Shutoff No', 'Special Features Microwave Safe, Dishwasher Safe', 'Item Weight 960 g'","""The Bodum Pavina Double Wall Glasses keep hot drinks hot without burning fingers and cold drinks cold without messy condensation, making them the ideal vessels for every beverage, from cocktails to cocoa. Individually mouth-blown by expert artisans, Bodum's proprietary Double Wall Glasses feature two walls of borosilicate glass, creating a highly effective layer of insulation. Silicone valve at base allows for changes in pressure. Also perfect for serving ice cream and soups. Features set of 6 individual glasses. Available in 0.35 liter capacity and medium in size.""",['In stock.'],Amazon AU,Amazon AU,$44.98,https://www.amazon.com.au/Bodum-Pavina-Double-Glass-350ml/dp/B001HX4IYS/ref=sr_1_60?dchild=1&m=ANEGB3WVEVKZB&qid=1601494762&refinements=p_36%3A3900-5000%2Cp_n_free_shipping_eligible%3A5363790051%2Cp_72%3A2547912051%2Cp_6%3AANEGB3WVEVKZB&rnid=5355409051&s=kitchen&sr=1-60
0,"Le Creuset Classic Pepper Mill, Cerise",LE CREUSET,"'Made from superior quality ABS plastic for strength and durability', 'Corrosive resistant ceramic grinder for a longer life', 'Embossed ‘P’ metal knob', 'Ideal for grinding peppercorns', 'Fully adjustable for a finer or coarser grind'","'Brand LE CREUSET', 'Model Number MG600-67', 'Color Cerise', 'Product Dimensions 6.35 x 6.35 x 20.32 cm; 0.28 Grams', 'Material Plastic', 'Item Weight 0.28 g'","'Colour:Cerise', 'Le Creuset classic pepper mill combines quality with stylish design and will accent your kitchen beautifully. Featuring a hardened ceramic grinder, ideal for grinding peppercorns and fully adjustable for a finer or coarser grind. Available in cerise colour.'",['Only 3 left in stock (more on the way).'],Amazon AU,Amazon AU,$48.00,https://www.amazon.com.au/Creuset-Classic-Pepper-Mill-Cerise/dp/B00HNP42AE/ref=sr_1_262?dchild=1&m=ANEGB3WVEVKZB&qid=1601494762&refinements=p_36%3A3900-5000%2Cp_n_free_shipping_eligible%3A5363790051%2Cp_72%3A2547912051%2Cp_6%3AANEGB3WVEVKZB&rnid=5355409051&s=kitchen&sr=1-262
0,"Soehnle Page Compact 300 Kitchen Scale, Digital Food Scale with Sensor Touch, acccurate Gram Scale for Measuring up to 5 kg, Electronic weigh Scale with Thin Design (Colour: White)",Soehnle,"'Weight-bearing capacity up to a maximum weight of 5 kg (accurate to 1 g increments)', 'LCD screen for easy readability of the digits', 'Practical weighing function (tare) for easy weighing of various ingredients in one bowl', 'Patented Sensor Touch technology for comfortable operation and easy cleaning of the weighing surface', 'Space-saving storage due the flat design'","'Brand Soehnle', 'Model Number 61501', 'Color White', 'Product Dimensions 23.4 x 19.2 x 2.5 cm; 350 Grams', 'Item Weight 350 g'","'Soehnle Page Compact 300 Kitchen Scale', 'Easy to operate as well as stylish and space-saving thanks to its compact, extra-slim design: The Soehnle Page Compact 300 kitchen scale brings that daily extra portion of comfort into the kitchen. Weights of up to 5 kg are shown in precise 1 g increments on the easy-to-read LCD display.  The Tare function returns the display to zero, so that any number of ingredients can be weighed. The patented Sensor Touch not only guarantees comfortable operating, as a light touch of the buttons is all that is needed, but also ensures cleaning the weighing surface is highly practical.  Thanks to its energy-saving automated switch-off, the scale turns itself off automatically after use.  The Page Compact 300 can be stored in your kitchen cupboard or hung up on the wall, saving a great deal of space. When used twice daily, the batteries provided guarantee more than two years of undisturbed weighing enjoyment. Thanks to the battery compartment that is secured firmly with screws, it is also especially childproof.', 'A deliberately healthier life!', 'Weighs up to 5 kg', 'Cleaning: Wipe with a damp cloth and some mild cleaning agents.', 'Battery: Type CR2430 (1 included)', 'Guarantee: 5 years', 'Soehnle develops innovative, reliable product solutions for the calculation, display and analysis of numerical information relating to the body nutrition and enviroment. Soehnle was founded in 1868 by entrepreneur Wilhelm Soehnle and since then, has become synonymous with premium quality, outstanding user comfort, innovative technology and exceptional design. 150 years later, Soehnle has become a leading supplier of personal scales and kitchen scales.'","['Temporarily out of stock.', ""Order now and we'll deliver when available. We'll e-mail you with an estimated delivery date as soon as we have more information. Your account will only be charged when we ship the item.""]",Amazon AU,Amazon AU,$41.96,https://www.amazon.com.au/Soehnle-Compact-acccurate-Measuring-Electronic/dp/B079J5CWSY/ref=sr_1_192?dchild=1&m=ANEGB3WVEVKZB&qid=1601494762&refinements=p_36%3A3900-5000%2Cp_n_free_shipping_eligible%3A5363790051%2Cp_72%3A2547912051%2Cp_6%3AANEGB3WVEVKZB&rnid=5355409051&s=kitchen&sr=1-192
0,"Alligator Chopper Chopper with Collector, Green/White, 3079G",Alligator,"'Cuts sticks and cubes in one stroke and, the collector cleverly collects', 'Grid of stainless steel blades provides a great everyday standard size', 'Rubber feet create stability on the work surface', 'Inspires you to create more delicious and healthy meals', 'Spend less time food prep and more time enjoying it'","'Brand Alligator', 'Model Number 7350007792082', 'Color Green/white', 'Product Dimensions 29.21 x 12.7 x 10.16 cm; 285.76 Grams', 'Material Plastic', 'Auto Shutoff No', 'Special Features Manual, Dishwasher Safe', 'Item Weight 286 g'","'Style Name:Chopper w/ Collector', 'Alligator Chopper cuts sticks and cubes in one stroke and, the collector cleverly collects what you have chopped and helps block the fumes from reaching your eyes. With this manual tool and finger protection design, your fingers will be out of the reach from the sharp edges. The rubber feet create stability on the work surface. The 6x6 mm (1/4”) grid of stainless steel blades provides a great everyday standard size. Chop onions, cucumber and carrot julienne or make your salsa with bell peppers and diced tomatoes. Fine French Fries can also prepared by letting your Alligator cut the potatoes into batonnet sticks.'",['In stock.'],Amazon AU,Amazon AU,$44.00,https://www.amazon.com.au/Alligator-4-Inch-Dicer-Collector-White/dp/B000H7AFSI/ref=sr_1_481?dchild=1&m=ANEGB3WVEVKZB&qid=1601494762&refinements=p_36%3A3900-5000%2Cp_n_free_shipping_eligible%3A5363790051%2Cp_72%3A2547912051%2Cp_6%3AANEGB3WVEVKZB&rnid=5355409051&s=kitchen&sr=1-481
